lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
23.38,70.39,362,26.43,0.611,34.62,25.98,23.0,18.83,12.62
22.49,66.31,354,26.38,0.627,34.91,25.28,22.4,18.59,13.09
11.13,73.13,316,27.97,0.736,34.71,26.77,23.81,19.98,14.43
9.11,62.9,9,28.28,0.725,35.0,26.9,24.12,19.88,14.4
9.61,66.54,247,27.55,0.691,34.77,26.68,24.26,20.21,15.1
8.29,65.9,312,28.07,0.758,34.89,26.93,23.78,19.21,13.89
9.51,67.34,278,28.09,0.701,34.85,27.25,24.49,20.44,15.06
18.93,73.29,238,26.04,0.7,34.48,24.86,22.08,17.79,12.06
9.14,68.23,203,28.02,0.668,34.98,26.79,23.36,20.09,15.24
13.1,73.5,247,26.9,0.629,34.82,25.72,23.66,19.28,13.23
21.52,69.8,235,26.24,0.652,34.81,25.64,22.88,18.98,13.12
8.37,65.82,81,30.16,0.775,35.04,29.19,26.65,22.44,16.71
21.03,73.77,356,26.43,0.628,34.5,25.16,21.86,18.09,12.64
12.51,64.05,13,28.62,0.718,35.02,27.5,25.22,20.57,15.09
9.89,63.81,327,28.45,0.778,34.99,27.56,24.57,20.41,14.69
19.15,68.58,16,27.73,0.686,34.9,27.06,23.53,19.66,14.21
18.06,64.43,45,28.38,0.644,34.75,27.54,24.29,20.29,15.14
22.04,60.15,321,26.14,0.584,35.16,25.33,22.17,18.27,12.79
19.76,71.02,139,28.18,0.799,34.82,27.11,23.97,19.54,13.67
20.86,68.69,326,25.95,0.706,34.88,25.3,22.06,17.82,12.29
12.51,67.57,148,28.93,0.72,34.98,27.66,25.04,20.93,15.19
10.84,76.44,355,28.31,0.752,34.48,26.93,24.11,20.32,14.4
20.01,69.71,236,26.1,0.663,34.53,25.26,22.58,19.04,13.55
20.91,74.68,191,27.09,0.734,34.72,26.14,23.41,18.56,12.79
23.85,62.37,101,27.62,0.656,35.18,26.96,24.06,19.83,14.23
14.6,69.68,105,29.07,0.7,34.97,28.18,24.86,20.5,15.12
13.95,74.76,250,26.63,0.722,34.62,25.97,22.65,18.25,12.84
20.42,69.91,94,28.45,0.664,34.85,27.66,24.39,20.39,15.25
13.45,72.21,220,27.74,0.705,34.94,26.94,23.76,19.68,13.66
22.89,66.32,298,25.56,0.635,34.76,24.57,22.26,17.71,12.15
21.73,61.57,339,26.66,0.701,35.18,25.96,22.66,18.09,12.9
14.86,67.78,133,28.83,0.74,35.01,27.79,25.36,21.45,15.45
20.01,66.71,361,26.36,0.655,34.95,25.38,22.23,17.7,12.15
20.07,74.74,155,27.72,0.686,34.62,26.66,23.41,19.03,13.59
9.65,64.15,28,29.26,0.708,34.89,28.48,25.75,22.02,16.19
22.44,76.43,282,25.68,0.634,34.69,24.84,22.41,18.38,12.67
16.08,76.29,116,28.96,0.785,34.66,27.84,24.46,20.98,15.12
21.22,64.21,305,25.78,0.632,35.16,25.06,22.22,18.08,12.66
13.12,65.92,234,27.74,0.759,34.96,26.64,24.11,20.91,14.66
22.33,75.22,1,26.85,0.705,34.56,25.86,23.28,19.11,13.38
14.23,76.43,348,27.66,0.719,34.54,27.24,23.92,20.3,14.59
8.17,67.54,240,28.19,0.709,35.07,26.84,23.92,19.48,14.26
22.49,65.46,58,27.84,0.68,34.96,27.38,24.06,19.7,13.73
9.46,68.94,335,28.96,0.806,34.99,27.71,24.91,21.49,16.38
13.11,71.69,183,28.16,0.747,34.72,27.27,24.44,20.07,14.79
23.2,64.65,337,26.27,0.652,34.93,25.43,22.78,18.59,13.4
23.21,72.52,26,27.01,0.748,34.49,26.34,23.18,18.82,13.19
17.18,60.88,77,29.05,0.767,35.22,27.84,24.74,21.09,15.47
18.11,60.84,217,26.9,0.62,35.24,25.69,23.17,18.59,12.85
15.18,66.57,328,27.11,0.666,34.82,26.29,23.76,20.18,14.86
12.69,66.01,325,27.27,0.717,35.11,25.89,23.53,19.53,13.93
13.26,65.37,262,26.64,0.73,34.85,25.39,22.96,18.93,13.19
18.76,68.35,23,27.97,0.804,34.94,27.05,23.66,19.53,13.93
20.04,65.45,244,25.73,0.643,35.06,24.59,22.14,18.54,13.15
20.67,63.27,158,27.98,0.734,35.18,26.88,24.01,19.82,13.94
20.63,65.26,206,26.25,0.633,34.79,25.3,22.71,18.32,12.54
9.46,76.57,310,27.75,0.667,34.64,26.23,23.29,19.4,14.3
15.91,66.99,87,28.75,0.665,34.91,27.5,24.4,20.26,14.49
8.92,67.56,267,27.68,0.716,34.86,26.85,23.9,20.59,15.52
16.79,69.8,134,28.58,0.778,34.89,27.83,24.96,21.22,15.56
15.06,76.72,267,26.88,0.707,34.63,26.36,23.59,19.63,13.72
22.2,64.11,333,25.78,0.647,34.84,25.07,22.54,19.01,13.92
13.61,71.58,268,26.73,0.721,34.61,25.99,22.82,18.14,13.16
9.87,72.17,53,29.96,0.887,34.83,28.79,25.51,21.64,15.96
10.29,70.32,99,30.04,0.738,34.83,28.93,25.57,21.51,16.34
20.18,61.51,247,25.35,0.533,35.16,24.55,21.72,17.54,12.07
17.89,71.51,36,28.33,0.733,34.64,27.03,23.9,19.68,14.23
9.62,61.09,28,29.0,0.783,35.2,28.03,25.03,21.38,15.97
9.35,70.13,220,27.9,0.645,34.92,26.68,23.87,19.02,13.53
19.22,72.57,102,28.43,0.756,34.93,27.44,24.03,20.12,14.65
9.16,63.59,263,28.11,0.7,35.02,27.22,24.2,19.53,14.03
21.15,74.31,271,25.52,0.649,34.72,24.35,21.63,17.44,11.76
19.3,60.52,224,26.1,0.616,35.36,25.21,22.43,18.31,12.59
9.3,74.34,139,29.76,0.723,34.48,28.75,25.78,22.33,16.48
9.36,67.83,280,27.59,0.654,35.07,26.4,23.56,19.25,13.18
23.79,63.7,286,25.82,0.671,35.07,25.02,22.11,18.03,12.5
13.99,62.27,250,26.89,0.652,35.12,25.91,22.79,18.2,12.44
13.93,76.21,322,27.66,0.711,34.5,26.84,23.64,19.74,13.75
21.0,61.24,317,26.17,0.656,35.11,25.28,23.25,18.62,12.87
23.16,63.38,78,28.05,0.664,34.99,26.99,24.34,19.53,13.87
23.78,65.91,297,26.02,0.654,34.87,25.1,22.59,17.89,12.22
20.05,70.54,338,26.6,0.678,34.82,25.66,23.0,18.78,13.7
14.02,69.26,307,27.4,0.735,34.94,26.24,23.79,19.6,13.92
9.34,62.14,351,28.33,0.78,35.01,27.27,24.56,20.91,15.84
20.43,64.93,13,27.47,0.653,34.93,26.63,23.17,19.68,13.95
16.93,64.06,346,26.84,0.689,35.06,25.92,22.82,19.32,13.97
14.79,63.63,82,29.02,0.652,34.94,27.85,25.1,21.46,15.66
22.5,66.99,9,26.69,0.705,34.94,25.89,23.1,19.83,14.84
9.78,71.97,213,28.5,0.769,34.69,27.67,24.83,20.91,15.78
15.88,63.7,48,29.22,0.64,34.89,28.32,25.16,21.25,15.98
8.18,66.23,49,29.76,0.749,35.0,28.86,25.82,22.45,17.54
15.5,66.65,309,26.66,0.634,34.88,25.71,22.97,18.42,13.18
8.9,76.6,40,29.23,0.733,34.64,28.0,25.15,21.42,16.06
9.9,76.23,363,28.75,0.711,34.53,27.84,25.22,21.1,15.19
9.88,73.6,280,27.34,0.689,34.58,25.98,22.81,19.25,13.04
18.39,64.11,226,26.46,0.703,35.03,25.44,22.73,19.1,13.21
19.94,61.16,108,28.85,0.723,35.28,27.94,24.91,20.74,14.73
17.33,65.39,245,26.45,0.624,35.17,25.65,22.73,18.15,12.41
23.39,64.54,255,25.73,0.634,35.08,25.17,22.34,18.78,13.61
14.0,68.6,33,28.76,0.723,34.8,27.93,24.55,20.26,14.44
12.57,73.22,23,28.37,0.718,34.67,27.49,24.67,20.62,14.98
21.9,74.59,333,25.73,0.617,34.61,25.06,22.63,18.09,12.6
11.58,74.36,54,29.57,0.772,34.61,28.72,25.47,21.23,15.76
23.41,66.11,309,26.21,0.708,34.93,25.17,22.88,19.18,13.51
8.19,71.68,49,29.96,0.718,34.64,29.29,26.23,22.29,17.14
23.52,65.32,78,28.03,0.729,35.08,27.44,24.75,20.35,14.86
8.69,61.04,336,28.05,0.75,35.24,26.91,23.64,18.78,13.34
22.26,71.93,358,27.02,0.663,34.73,26.26,24.08,20.25,15.49
16.44,60.17,122,29.07,0.792,35.32,27.86,24.64,20.38,15.4
23.89,66.96,359,26.28,0.656,34.98,25.43,22.66,18.63,13.14
9.18,65.6,90,30.19,0.731,34.86,29.02,26.0,21.84,16.5
16.86,71.79,346,26.76,0.622,34.69,25.73,22.9,18.63,12.86
23.51,73.03,193,26.68,0.702,34.83,26.03,23.21,19.36,13.23
16.37,65.17,244,26.53,0.694,34.96,25.6,22.65,18.2,12.91
18.07,73.8,149,27.78,0.766,34.58,26.62,23.53,19.49,13.67
19.13,65.0,146,28.16,0.742,35.07,27.02,24.14,20.2,14.87
15.27,67.59,316,26.48,0.66,34.87,25.11,22.26,18.7,13.85
18.04,72.36,141,28.38,0.741,34.76,27.64,24.87,20.79,14.72
17.35,71.78,286,26.08,0.655,34.73,25.11,22.42,17.85,11.66
22.42,76.79,339,25.91,0.634,34.45,25.23,22.66,18.83,13.05
8.73,63.83,111,30.04,0.749,34.98,29.56,26.86,22.4,17.14
12.5,71.26,108,29.42,0.684,34.58,28.21,25.41,21.04,15.92
23.21,70.36,281,25.97,0.619,34.67,25.21,22.33,18.03,12.77
22.24,75.56,50,27.39,0.691,34.64,26.84,23.54,19.36,13.95
15.29,62.66,14,28.61,0.62,35.21,27.53,24.77,21.19,15.69
17.92,72.78,134,28.06,0.691,34.63,27.07,24.55,20.71,15.25
12.44,69.66,76,29.77,0.8,34.68,28.84,25.71,21.17,16.03
11.01,64.67,84,30.07,0.826,35.13,29.52,26.41,22.91,17.22
15.42,68.07,343,27.54,0.675,34.99,26.7,24.25,20.57,15.09
13.65,65.67,158,28.41,0.7,35.05,27.23,24.87,20.94,15.09
17.34,69.85,286,25.97,0.62,34.66,24.89,21.83,16.8,11.41
9.24,75.11,314,27.3,0.667,34.65,26.11,24.04,19.61,14.11
23.59,69.68,94,28.42,0.768,34.87,27.24,24.48,20.39,15.66
23.78,70.74,297,25.44,0.698,34.86,24.6,22.03,18.59,12.65
19.17,68.82,94,28.19,0.648,34.86,27.3,24.37,20.8,15.58
16.58,60.87,57,28.37,0.689,35.09,27.43,24.66,20.18,14.52
12.95,63.96,164,28.68,0.656,35.0,27.37,24.67,19.9,14.65
21.02,68.36,320,26.09,0.652,34.98,25.3,22.2,18.03,12.75
18.96,65.27,98,27.97,0.69,35.03,26.88,24.53,20.48,14.9
10.6,63.09,16,29.2,0.76,34.95,28.08,25.19,20.59,14.78
22.57,68.57,344,26.49,0.691,35.03,25.51,22.52,18.07,12.25
21.16,65.49,78,28.75,0.754,35.1,28.12,24.9,21.64,16.17
23.2,64.39,346,26.68,0.604,35.19,25.72,23.09,18.84,13.12
19.61,67.89,72,27.46,0.693,35.0,26.84,24.08,19.85,14.29
17.81,62.27,270,26.76,0.605,35.02,25.86,22.76,19.79,13.92
14.69,75.77,287,27.19,0.755,34.6,26.29,23.45,19.22,13.87
22.92,74.75,66,27.63,0.685,34.67,26.82,24.13,19.62,13.86
21.86,72.03,68,27.9,0.652,34.58,26.88,23.94,19.56,13.93
8.72,61.81,193,28.8,0.712,35.01,27.77,25.03,21.05,15.94
8.42,73.19,55,29.61,0.767,34.75,28.41,25.53,21.24,15.78
14.02,73.74,168,28.32,0.749,34.73,27.38,24.44,20.29,15.02
20.97,73.05,25,27.86,0.758,34.91,27.12,23.95,19.83,14.04
23.8,61.94,131,27.72,0.704,35.1,27.29,24.5,21.66,16.24
10.41,70.95,325,27.68,0.687,34.59,26.7,23.23,19.42,14.05
17.51,74.18,102,29.06,0.769,34.62,28.32,25.87,21.39,15.6
14.09,69.82,282,26.99,0.706,34.89,26.12,23.63,19.46,13.97
23.52,70.99,296,25.64,0.644,34.72,24.79,21.66,17.88,12.25
21.47,67.79,294,25.7,0.673,34.9,24.98,21.71,18.05,12.63
21.41,68.99,263,25.81,0.62,34.78,24.93,22.47,17.73,11.83
15.5,60.58,120,28.7,0.73,35.3,27.65,24.73,20.06,14.25
14.64,70.86,231,26.53,0.585,34.84,25.33,22.55,18.64,12.72
12.37,61.38,291,27.11,0.739,35.06,26.21,23.35,18.99,13.15
8.9,67.4,161,29.26,0.728,34.85,28.05,24.79,20.38,14.69
21.84,64.98,161,27.4,0.748,34.93,26.68,24.04,20.02,14.67
21.01,69.27,78,28.58,0.701,34.64,27.72,25.01,21.22,15.75
24.0,62.27,38,27.14,0.696,35.03,26.28,23.44,19.24,13.77
23.95,71.76,28,27.05,0.684,34.55,26.08,22.56,17.68,11.89
16.89,73.52,100,29.08,0.718,34.75,28.4,25.69,21.38,15.87
20.3,62.78,294,25.8,0.663,35.19,24.85,22.13,17.57,12.44
23.12,61.77,124,27.79,0.755,35.1,27.29,24.39,20.51,15.1
21.59,62.47,92,28.04,0.783,35.12,27.03,24.42,21.14,15.89
11.96,74.91,255,27.2,0.716,34.71,26.46,23.94,19.95,14.3
15.21,68.98,97,29.34,0.702,34.92,28.38,25.63,21.71,16.06
10.07,67.94,6,28.7,0.675,35.08,27.8,24.5,20.73,15.39
23.26,61.81,169,27.22,0.732,35.15,26.15,22.9,19.34,13.56
17.7,71.04,271,25.76,0.603,34.9,24.57,21.56,17.23,11.69
11.66,74.76,108,29.17,0.77,34.62,28.18,25.22,21.1,15.65
18.75,74.08,299,25.6,0.643,34.62,24.5,21.93,18.21,12.59
17.89,70.64,47,28.04,0.764,34.84,27.38,24.6,20.12,14.37
13.73,61.28,99,29.89,0.787,35.2,28.95,26.01,21.31,15.61
9.82,61.91,14,29.01,0.739,35.06,27.8,25.12,20.83,14.92
18.75,60.84,194,26.94,0.761,35.08,25.85,22.73,19.14,13.72
16.32,64.38,157,28.5,0.758,35.03,27.48,24.79,20.75,15.5
20.36,62.31,154,27.99,0.732,34.92,27.0,24.2,19.92,14.27
16.32,64.42,115,28.49,0.697,34.99,27.63,24.94,21.25,16.57
21.63,66.55,258,26.55,0.621,34.84,25.69,23.13,19.25,13.52
16.83,76.03,145,28.48,0.714,34.5,27.77,24.9,20.49,14.77
16.98,70.38,291,26.63,0.609,34.71,25.81,22.41,18.24,12.97
22.03,74.19,10,27.25,0.675,34.71,26.24,23.2,18.69,13.38
14.46,72.08,214,27.56,0.729,34.76,26.48,23.85,19.81,14.51
10.14,61.91,233,27.58,0.737,35.13,26.33,23.29,19.44,14.26
8.46,72.51,171,29.8,0.75,34.66,28.52,25.44,20.36,14.58
20.08,64.68,21,27.53,0.813,35.12,26.29,23.4,18.89,13.5
17.92,70.86,15,28.1,0.764,34.86,27.37,24.82,21.39,15.47
19.27,65.8,126,28.16,0.714,34.96,27.52,24.8,20.57,15.39
11.41,76.96,341,27.81,0.75,34.66,26.56,24.21,20.77,15.57
10.18,64.48,341,28.76,0.71,35.0,27.47,24.73,20.12,14.94
8.23,64.75,213,28.33,0.73,35.03,27.33,24.57,20.26,14.74
13.61,75.82,188,28.03,0.697,34.51,26.86,23.94,19.93,14.74
17.44,60.42,172,27.89,0.658,35.14,27.21,23.91,19.69,14.24
14.28,71.84,247,27.76,0.724,34.66,26.63,23.81,20.21,15.13
15.0,72.33,5,28.7,0.731,34.78,27.3,24.44,20.3,14.7
22.47,74.22,231,26.33,0.663,34.67,25.47,22.84,19.02,13.42
13.57,76.57,201,28.64,0.728,34.43,27.52,24.74,20.21,14.84
16.22,76.59,149,28.14,0.678,34.59,27.21,24.45,20.46,14.58
20.54,61.11,72,28.45,0.787,35.33,27.51,24.96,20.73,15.16
14.34,73.97,226,27.25,0.698,34.58,26.38,23.45,18.95,13.43
17.95,70.99,74,28.12,0.703,34.69,27.29,24.69,20.77,14.87
21.8,71.0,307,26.06,0.599,34.76,25.28,22.87,19.31,13.84
23.19,62.18,169,26.85,0.732,35.25,26.07,23.04,18.7,13.35
10.35,71.05,249,28.01,0.747,34.71,26.94,23.95,20.01,14.77
22.83,76.7,280,25.46,0.634,34.72,24.36,21.31,17.13,11.18
15.87,75.5,152,28.28,0.667,34.47,27.4,24.16,20.1,14.91
12.13,67.47,224,28.05,0.778,34.92,27.16,24.83,21.06,14.94
15.35,60.68,225,27.08,0.668,35.0,26.17,24.3,20.77,15.0
23.68,66.16,38,27.73,0.675,34.86,26.88,24.11,20.5,15.62
15.88,74.05,44,28.77,0.731,34.62,27.93,24.96,20.56,15.11
13.26,71.93,185,28.29,0.734,34.75,27.32,24.98,20.34,14.53
18.13,67.81,241,26.39,0.655,35.01,25.62,22.97,18.07,12.16
11.84,60.94,331,27.91,0.572,35.09,26.85,23.84,19.99,14.11
9.21,67.26,351,28.49,0.735,34.95,27.11,23.98,19.67,13.89
10.06,67.97,210,27.9,0.744,34.75,26.79,24.16,20.49,15.28
10.05,75.79,23,29.12,0.708,34.67,27.86,25.12,20.6,15.27
10.43,70.9,124,30.04,0.834,34.9,28.87,26.29,22.37,17.19
10.22,65.3,86,30.02,0.806,35.09,28.96,26.27,21.46,15.65
18.25,68.93,43,28.5,0.744,34.95,27.78,24.55,20.65,14.55
10.91,61.12,40,29.33,0.709,35.15,28.4,25.31,21.37,16.06
13.53,76.53,303,26.54,0.677,34.57,25.57,22.47,17.93,12.41
22.35,66.12,169,26.76,0.687,34.95,26.17,23.4,19.37,13.63
15.58,68.12,175,27.93,0.705,34.87,26.97,24.08,20.81,15.61
18.68,66.04,20,27.46,0.73,34.88,26.6,23.6,19.77,14.66
10.76,71.6,109,29.57,0.743,34.76,28.43,25.47,22.55,17.57
11.08,71.26,193,28.15,0.704,34.79,26.88,24.23,20.19,14.38
8.65,72.16,244,27.7,0.674,34.81,26.7,23.81,19.94,14.81
10.7,64.56,324,28.25,0.699,35.06,26.87,23.81,19.52,14.14
12.46,65.37,280,27.12,0.678,35.07,25.91,22.67,18.67,12.99
10.83,62.13,228,28.01,0.703,35.04,26.98,23.86,19.37,14.23
9.42,71.14,36,29.53,0.747,34.9,28.27,25.72,21.98,16.22
9.93,60.68,45,29.97,0.806,35.15,28.9,25.79,21.37,15.68
15.37,70.16,28,28.76,0.793,34.59,27.81,25.46,22.03,16.8
11.3,74.78,154,28.89,0.686,34.57,27.73,25.07,20.43,14.75
13.83,75.14,23,29.18,0.804,34.65,28.18,25.04,20.82,15.44
16.05,67.63,207,27.16,0.712,34.9,26.21,23.17,18.97,13.32
19.05,67.81,91,28.6,0.692,34.69,27.48,24.0,19.45,14.0
8.63,61.31,359,28.9,0.724,35.17,27.9,24.9,20.9,15.47
20.79,71.4,38,27.96,0.72,34.76,26.69,24.41,20.1,14.31
18.05,73.96,228,26.89,0.61,34.54,26.34,24.03,20.49,15.05
9.31,64.16,202,28.18,0.712,35.09,27.19,24.82,20.4,14.74
21.98,67.16,350,26.81,0.695,34.9,26.17,23.51,19.58,13.79
22.73,74.26,309,25.98,0.62,34.43,25.29,22.42,18.29,12.45
8.98,74.91,254,27.72,0.642,34.67,26.61,23.82,19.64,13.81
12.43,64.13,38,29.01,0.748,35.05,27.82,25.11,21.05,15.37
20.9,69.36,221,26.08,0.741,34.98,25.22,22.34,18.53,13.2
19.97,63.27,187,27.26,0.659,34.98,26.54,23.48,18.62,12.71
10.95,61.73,43,29.17,0.718,35.11,27.94,25.06,20.98,15.51
11.35,75.49,359,28.45,0.715,34.69,27.42,24.16,19.73,14.34
13.93,73.95,114,29.19,0.808,34.55,27.83,25.1,20.7,15.5
15.75,72.92,260,26.27,0.592,34.79,25.14,22.08,18.07,12.41
17.89,60.83,5,27.34,0.721,35.27,26.25,23.56,19.9,14.44
13.9,74.34,68,29.34,0.731,34.66,28.68,25.49,22.01,16.16
15.4,67.45,228,26.89,0.661,34.89,25.65,22.77,18.43,12.54
19.96,65.82,123,28.06,0.672,34.9,27.26,24.51,19.27,13.88
8.59,69.29,173,28.88,0.726,34.76,28.09,25.18,21.1,16.23
12.04,61.55,336,27.6,0.659,35.17,26.76,24.13,19.3,14.0
19.41,72.86,153,28.36,0.699,34.4,27.78,25.06,21.14,15.27
22.32,69.9,267,25.32,0.531,34.75,24.82,21.93,17.47,11.63
16.19,63.17,157,28.72,0.662,35.0,27.78,24.77,20.81,15.49
16.51,63.2,162,28.04,0.725,34.97,27.18,24.12,19.68,14.4
9.71,63.13,214,27.93,0.758,35.09,26.88,23.76,19.19,13.71
15.16,60.97,26,28.56,0.856,35.01,27.68,25.38,20.83,15.26
16.52,69.99,292,26.6,0.705,34.92,25.73,22.69,18.75,13.41
11.88,74.29,189,28.22,0.696,34.72,27.53,25.01,20.38,14.57
12.31,60.3,122,29.46,0.674,35.32,28.48,25.69,21.81,16.62
14.04,60.83,230,27.23,0.708,35.11,26.04,23.08,19.69,14.3
8.32,69.74,59,29.91,0.709,34.83,28.91,26.12,22.68,16.94
13.15,73.93,96,29.7,0.729,34.73,28.83,26.04,21.31,15.78
11.38,65.55,262,26.88,0.712,34.96,25.67,22.28,17.64,13.19
13.24,65.94,354,27.71,0.713,34.91,26.53,23.65,19.74,14.15
9.92,70.14,312,27.53,0.659,34.81,26.64,23.81,19.28,13.95
22.25,64.66,136,27.41,0.624,34.99,26.46,23.55,19.7,14.45
17.5,60.45,350,27.29,0.697,35.07,26.28,22.8,18.01,12.57
18.87,72.5,283,26.34,0.674,34.46,25.34,22.41,18.28,12.66
20.63,70.64,120,27.57,0.757,34.68,26.75,24.36,20.64,14.92
15.98,69.87,25,28.16,0.615,34.57,27.42,24.78,20.06,14.51
9.39,72.61,342,28.23,0.722,34.61,27.27,24.1,19.95,14.41
16.59,71.48,146,28.33,0.757,34.88,27.29,24.68,20.53,15.41
17.39,63.5,12,27.45,0.677,34.88,26.79,23.62,19.76,14.74
19.93,65.99,87,28.31,0.656,35.01,27.61,24.86,20.49,15.53
14.91,62.14,109,28.84,0.698,35.24,28.05,25.29,20.61,15.01
10.04,62.21,345,28.19,0.717,34.95,27.3,24.33,19.22,14.04
12.54,71.5,266,26.61,0.649,34.92,25.48,22.97,19.4,13.98
13.81,74.6,222,27.28,0.7,34.61,26.09,23.46,19.7,13.87
18.33,76.37,74,28.38,0.773,34.68,27.4,24.28,20.17,14.23
17.13,70.68,333,26.92,0.662,34.8,26.18,23.27,19.15,13.55
13.7,63.13,310,27.26,0.737,35.03,26.02,22.89,18.96,13.42
23.78,61.8,102,27.8,0.699,34.84,26.73,23.71,20.0,14.23
17.69,73.82,137,28.63,0.742,34.54,27.34,24.67,19.76,14.63
11.8,69.84,191,28.15,0.71,34.87,26.85,23.99,19.18,14.13
9.63,70.51,142,29.71,0.776,34.93,28.47,25.89,21.02,15.46
10.45,73.28,357,28.81,0.756,34.53,27.76,24.41,20.17,15.13
11.94,71.96,73,29.63,0.785,34.72,28.36,25.55,21.52,16.15
10.57,74.19,328,27.89,0.707,34.59,26.96,24.35,20.66,14.57
10.99,60.96,167,28.99,0.607,35.2,27.94,25.17,19.9,13.8
12.56,72.71,168,28.7,0.755,34.7,27.27,23.98,19.35,13.95
10.77,74.46,54,29.85,0.687,34.58,28.78,25.62,21.57,16.03
22.35,64.86,259,25.92,0.623,35.07,25.12,22.58,18.58,12.8
9.28,70.89,111,30.18,0.68,34.7,29.47,26.47,22.29,16.92
16.39,65.34,232,26.85,0.743,34.99,25.95,22.84,18.29,13.45
14.57,76.29,161,28.55,0.743,34.63,27.21,24.24,19.86,14.38
23.72,60.57,352,26.47,0.651,35.1,25.71,22.81,18.66,13.03
9.79,69.86,327,27.64,0.756,34.77,26.59,24.07,19.28,13.57
14.37,62.83,19,28.75,0.754,35.03,27.88,24.48,20.04,14.18
23.51,72.11,290,25.02,0.626,34.76,24.74,22.1,17.44,12.19
21.85,62.99,50,28.05,0.727,35.12,27.1,24.67,20.77,15.14
21.07,64.0,175,27.27,0.673,34.99,26.28,23.73,19.27,13.72
12.13,68.4,302,27.23,0.637,34.9,26.29,24.17,19.55,13.92
10.73,75.55,184,28.68,0.769,34.3,27.98,24.95,20.65,15.63
18.7,63.6,185,27.47,0.691,35.14,26.7,24.12,20.32,14.39
22.87,62.45,339,25.86,0.575,35.19,24.97,22.15,18.04,12.75
16.91,72.9,307,27.08,0.703,34.63,26.34,23.33,19.67,14.43
17.15,68.51,310,26.68,0.672,34.79,26.1,22.6,18.88,13.15
12.48,75.5,346,28.64,0.797,34.57,27.45,24.41,20.01,14.7
20.31,62.49,81,28.57,0.738,35.01,27.5,24.95,20.9,15.35
10.99,70.98,156,29.09,0.696,34.69,28.05,24.68,21.02,15.77
13.18,63.96,275,26.82,0.603,35.07,25.86,23.69,19.39,13.6
14.81,62.66,283,26.76,0.723,35.17,26.05,23.32,19.31,13.89
16.12,71.62,249,26.73,0.669,34.77,25.68,22.52,18.06,12.58
11.88,70.09,147,29.55,0.722,35.08,28.58,25.79,21.6,16.26
9.84,72.83,7,29.24,0.718,34.81,28.46,25.81,21.61,15.39
17.77,65.26,157,28.18,0.767,35.06,27.3,24.27,20.42,14.71
12.62,67.62,171,29.07,0.761,34.97,27.97,24.9,20.65,15.32
17.3,66.89,69,28.11,0.757,34.93,27.29,25.01,20.99,16.02
10.47,76.73,94,29.97,0.779,34.58,28.83,25.84,21.89,16.71
15.7,64.97,363,28.18,0.682,35.02,27.28,24.4,19.98,14.6
16.52,65.01,186,27.81,0.776,35.1,26.83,24.34,20.07,14.32
8.83,66.03,170,28.73,0.716,34.93,27.6,24.72,20.8,15.39
13.39,69.6,204,28.17,0.747,34.78,27.08,24.44,21.07,15.75
10.15,64.29,42,29.7,0.804,35.15,28.51,25.46,20.86,15.9
9.01,75.56,13,29.22,0.747,34.53,28.32,25.23,21.34,15.58
23.84,64.52,154,27.22,0.642,34.92,26.45,23.74,20.13,14.52
13.16,75.23,274,27.62,0.672,34.52,26.86,23.73,19.67,14.77
20.96,61.76,298,26.09,0.68,35.2,24.78,22.06,17.6,12.04
12.07,71.16,51,29.24,0.769,35.02,28.1,24.94,20.82,15.46
18.9,75.42,212,26.54,0.718,34.49,25.49,22.75,18.26,12.44
20.16,62.87,144,28.14,0.76,35.15,27.21,24.7,20.4,14.8
17.53,76.46,357,27.7,0.663,34.56,26.57,23.14,19.19,13.79
15.55,67.7,3,27.95,0.766,35.0,26.66,23.65,19.53,13.91
14.59,76.08,254,26.71,0.63,34.62,25.86,22.46,18.43,12.99
13.58,71.51,335,27.97,0.733,34.86,26.84,23.89,19.32,13.9
22.87,65.13,256,25.36,0.728,35.02,24.65,21.88,17.54,12.06
21.29,63.2,98,28.79,0.746,34.99,27.7,24.72,20.87,15.14
23.44,65.16,173,26.66,0.599,34.93,25.52,22.08,17.31,12.06
9.99,61.58,150,28.96,0.726,35.16,27.92,25.33,20.7,15.25
19.69,62.45,279,25.71,0.728,35.15,24.95,21.64,17.42,11.72
23.01,61.78,59,27.43,0.685,35.09,26.49,23.9,19.59,13.85
10.9,67.19,113,29.61,0.811,35.11,28.35,25.22,21.42,15.61
9.06,73.52,324,27.92,0.669,34.75,27.07,23.98,18.92,13.78
19.86,62.4,243,26.49,0.651,34.9,25.6,22.78,18.64,12.93
17.19,62.22,310,26.91,0.669,35.1,25.78,23.26,19.71,13.94
21.47,70.94,57,27.91,0.785,34.66,26.76,24.45,20.48,14.69
10.24,63.35,60,30.63,0.777,35.26,29.41,26.4,21.69,15.59
20.72,61.66,329,26.32,0.584,34.91,25.38,22.2,19.07,14.23
11.23,62.84,216,27.83,0.8,35.13,26.93,24.13,19.81,14.34
10.62,75.7,233,27.31,0.698,34.58,26.24,22.99,17.91,12.15
10.63,73.97,55,29.56,0.783,34.72,28.46,25.79,22.02,16.41
21.03,66.02,208,26.62,0.604,34.99,25.58,22.91,18.49,12.61
18.64,71.15,63,28.11,0.724,34.96,27.48,25.02,21.67,16.23
